"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPI","TOT","AGRWTH","M","1980-02",19.10005,
"GBR","CPI","TOT","AGRWTH","M","1980-03",19.75309,
"GBR","CPI","TOT","AGRWTH","M","1980-04",21.75537,
"GBR","CPI","TOT","AGRWTH","M","1980-05",21.90829,
"GBR","CPI","TOT","AGRWTH","M","1980-06",20.99271,
"GBR","CPI","TOT","AGRWTH","M","1980-07",16.93584,
"GBR","CPI","TOT","AGRWTH","M","1980-08",16.28411,
"GBR","CPI","TOT","AGRWTH","M","1980-09",15.86621,
"GBR","CPI","TOT","AGRWTH","M","1980-10",15.40747,
"GBR","CPI","TOT","AGRWTH","M","1980-11",15.31342,
"GBR","CPI","TOT","AGRWTH","M","1980-12",15.12114,
"GBR","CPI","TOT","AGRWTH","M","1981-01",13.04525,
"GBR","CPI","TOT","AGRWTH","M","1981-02",12.45981,
"GBR","CPI","TOT","AGRWTH","M","1981-03",12.60904,
"GBR","CPI","TOT","AGRWTH","M","1981-04",12.03988,
"GBR","CPI","TOT","AGRWTH","M","1981-05",11.74012,
"GBR","CPI","TOT","AGRWTH","M","1981-06",11.32857,
"GBR","CPI","TOT","AGRWTH","M","1981-07",10.89959,
"GBR","CPI","TOT","AGRWTH","M","1981-08",11.47114,
"GBR","CPI","TOT","AGRWTH","M","1981-09",11.39896,
"GBR","CPI","TOT","AGRWTH","M","1981-10",11.69548,
"GBR","CPI","TOT","AGRWTH","M","1981-11",11.96644,
"GBR","CPI","TOT","AGRWTH","M","1981-12",12.04644,
"GBR","CPI","TOT","AGRWTH","M","1982-01",12.00865,
"GBR","CPI","TOT","AGRWTH","M","1982-02",11.0436,
"GBR","CPI","TOT","AGRWTH","M","1982-03",10.35211,
"GBR","CPI","TOT","AGRWTH","M","1982-04",9.411362,
"GBR","CPI","TOT","AGRWTH","M","1982-05",9.486569,
"GBR","CPI","TOT","AGRWTH","M","1982-06",9.161595,
"GBR","CPI","TOT","AGRWTH","M","1982-07",8.717604,
"GBR","CPI","TOT","AGRWTH","M","1982-08",7.951888,
"GBR","CPI","TOT","AGRWTH","M","1982-09",7.275747,
"GBR","CPI","TOT","AGRWTH","M","1982-10",6.848864,
"GBR","CPI","TOT","AGRWTH","M","1982-11",6.25611,
"GBR","CPI","TOT","AGRWTH","M","1982-12",5.408031,
"GBR","CPI","TOT","AGRWTH","M","1983-01",4.92595,
"GBR","CPI","TOT","AGRWTH","M","1983-02",5.342774,
"GBR","CPI","TOT","AGRWTH","M","1983-03",4.626675,
"GBR","CPI","TOT","AGRWTH","M","1983-04",4.003754,
"GBR","CPI","TOT","AGRWTH","M","1983-05",3.695652,
"GBR","CPI","TOT","AGRWTH","M","1983-06",3.654382,
"GBR","CPI","TOT","AGRWTH","M","1983-07",4.179566,
"GBR","CPI","TOT","AGRWTH","M","1983-08",4.611575,
"GBR","CPI","TOT","AGRWTH","M","1983-09",5.140911,
"GBR","CPI","TOT","AGRWTH","M","1983-10",4.992296,
"GBR","CPI","TOT","AGRWTH","M","1983-11",4.84514,
"GBR","CPI","TOT","AGRWTH","M","1983-12",5.3149,
"GBR","CPI","TOT","AGRWTH","M","1984-01",5.124271,
"GBR","CPI","TOT","AGRWTH","M","1984-02",5.102353,
"GBR","CPI","TOT","AGRWTH","M","1984-03",5.245502,
"GBR","CPI","TOT","AGRWTH","M","1984-04",5.172932,
"GBR","CPI","TOT","AGRWTH","M","1984-05",5.121294,
"GBR","CPI","TOT","AGRWTH","M","1984-06",5.13893,
"GBR","CPI","TOT","AGRWTH","M","1984-07",4.457652,
"GBR","CPI","TOT","AGRWTH","M","1984-08",4.970414,
"GBR","CPI","TOT","AGRWTH","M","1984-09",4.712813,
"GBR","CPI","TOT","AGRWTH","M","1984-10",4.989727,
"GBR","CPI","TOT","AGRWTH","M","1984-11",4.942966,
"GBR","CPI","TOT","AGRWTH","M","1984-12",4.57993,
"GBR","CPI","TOT","AGRWTH","M","1985-01",5.020432,
"GBR","CPI","TOT","AGRWTH","M","1985-02",5.395821,
"GBR","CPI","TOT","AGRWTH","M","1985-03",6.088751,
"GBR","CPI","TOT","AGRWTH","M","1985-04",6.949566,
"GBR","CPI","TOT","AGRWTH","M","1985-05",7.003049,
"GBR","CPI","TOT","AGRWTH","M","1985-06",6.953605,
"GBR","CPI","TOT","AGRWTH","M","1985-07",6.85084,
"GBR","CPI","TOT","AGRWTH","M","1985-08",6.190601,
"GBR","CPI","TOT","AGRWTH","M","1985-09",5.870531,
"GBR","CPI","TOT","AGRWTH","M","1985-10",5.43997,
"GBR","CPI","TOT","AGRWTH","M","1985-11",5.446579,
"GBR","CPI","TOT","AGRWTH","M","1985-12",5.644866,
"GBR","CPI","TOT","AGRWTH","M","1986-01",5.482456,
"GBR","CPI","TOT","AGRWTH","M","1986-02",5.114254,
"GBR","CPI","TOT","AGRWTH","M","1986-03",4.202586,
"GBR","CPI","TOT","AGRWTH","M","1986-04",3.059072,
"GBR","CPI","TOT","AGRWTH","M","1986-05",2.731092,
"GBR","CPI","TOT","AGRWTH","M","1986-06",2.515723,
"GBR","CPI","TOT","AGRWTH","M","1986-07",2.415966,
"GBR","CPI","TOT","AGRWTH","M","1986-08",2.408377,
"GBR","CPI","TOT","AGRWTH","M","1986-09",3.039832,
"GBR","CPI","TOT","AGRWTH","M","1986-10",3.033473,
"GBR","CPI","TOT","AGRWTH","M","1986-11",3.54536,
"GBR","CPI","TOT","AGRWTH","M","1986-12",3.75,
"GBR","CPI","TOT","AGRWTH","M","1987-01",3.950104,
"GBR","CPI","TOT","AGRWTH","M","1987-02",3.933748,
"GBR","CPI","TOT","AGRWTH","M","1987-03",4.033092,
"GBR","CPI","TOT","AGRWTH","M","1987-04",4.19652,
"GBR","CPI","TOT","AGRWTH","M","1987-05",4.192229,
"GBR","CPI","TOT","AGRWTH","M","1987-06",4.192229,
"GBR","CPI","TOT","AGRWTH","M","1987-07",4.410256,
"GBR","CPI","TOT","AGRWTH","M","1987-08",4.396728,
"GBR","CPI","TOT","AGRWTH","M","1987-09",4.170906,
"GBR","CPI","TOT","AGRWTH","M","1987-10",4.467005,
"GBR","CPI","TOT","AGRWTH","M","1987-11",4.128902,
"GBR","CPI","TOT","AGRWTH","M","1987-12",3.714859,
"GBR","CPI","TOT","AGRWTH","M","1988-01",3.3,"B"
"GBR","CPI","TOT","AGRWTH","M","1988-02",3.107825,
"GBR","CPI","TOT","AGRWTH","M","1988-03",3.340723,
"GBR","CPI","TOT","AGRWTH","M","1988-04",3.42073,
"GBR","CPI","TOT","AGRWTH","M","1988-05",3.751535,
"GBR","CPI","TOT","AGRWTH","M","1988-06",4.183834,
"GBR","CPI","TOT","AGRWTH","M","1988-07",4.286175,
"GBR","CPI","TOT","AGRWTH","M","1988-08",4.626928,
"GBR","CPI","TOT","AGRWTH","M","1988-09",4.750591,
"GBR","CPI","TOT","AGRWTH","M","1988-10",4.883745,
"GBR","CPI","TOT","AGRWTH","M","1988-11",5.01561,
"GBR","CPI","TOT","AGRWTH","M","1988-12",5.117271,
"GBR","CPI","TOT","AGRWTH","M","1989-01",5.7,
"GBR","CPI","TOT","AGRWTH","M","1989-02",5.8,
"GBR","CPI","TOT","AGRWTH","M","1989-03",5.9,
"GBR","CPI","TOT","AGRWTH","M","1989-04",5.6,
"GBR","CPI","TOT","AGRWTH","M","1989-05",5.9,
"GBR","CPI","TOT","AGRWTH","M","1989-06",5.8,
"GBR","CPI","TOT","AGRWTH","M","1989-07",5.7,
"GBR","CPI","TOT","AGRWTH","M","1989-08",5.5,
"GBR","CPI","TOT","AGRWTH","M","1989-09",5.7,
"GBR","CPI","TOT","AGRWTH","M","1989-10",5.8,
"GBR","CPI","TOT","AGRWTH","M","1989-11",5.7,
"GBR","CPI","TOT","AGRWTH","M","1989-12",5.8,
"GBR","CPI","TOT","AGRWTH","M","1990-01",5.9,
"GBR","CPI","TOT","AGRWTH","M","1990-02",6.3,
"GBR","CPI","TOT","AGRWTH","M","1990-03",6.2,
"GBR","CPI","TOT","AGRWTH","M","1990-04",7.7,
"GBR","CPI","TOT","AGRWTH","M","1990-05",8.2,
"GBR","CPI","TOT","AGRWTH","M","1990-06",8.2,
"GBR","CPI","TOT","AGRWTH","M","1990-07",8.2,
"GBR","CPI","TOT","AGRWTH","M","1990-08",8.9,
"GBR","CPI","TOT","AGRWTH","M","1990-09",9.2,
"GBR","CPI","TOT","AGRWTH","M","1990-10",9.2,
"GBR","CPI","TOT","AGRWTH","M","1990-11",9.2,
"GBR","CPI","TOT","AGRWTH","M","1990-12",9.2,
"GBR","CPI","TOT","AGRWTH","M","1991-01",8.6,
"GBR","CPI","TOT","AGRWTH","M","1991-02",8.2,
"GBR","CPI","TOT","AGRWTH","M","1991-03",8.3,
"GBR","CPI","TOT","AGRWTH","M","1991-04",8,
"GBR","CPI","TOT","AGRWTH","M","1991-05",7.5,
"GBR","CPI","TOT","AGRWTH","M","1991-06",7.7,
"GBR","CPI","TOT","AGRWTH","M","1991-07",7.5,
"GBR","CPI","TOT","AGRWTH","M","1991-08",7.5,
"GBR","CPI","TOT","AGRWTH","M","1991-09",6.9,
"GBR","CPI","TOT","AGRWTH","M","1991-10",6.5,
"GBR","CPI","TOT","AGRWTH","M","1991-11",6.5,
"GBR","CPI","TOT","AGRWTH","M","1991-12",6.5,
"GBR","CPI","TOT","AGRWTH","M","1992-01",6.2,
"GBR","CPI","TOT","AGRWTH","M","1992-02",6.3,
"GBR","CPI","TOT","AGRWTH","M","1992-03",6.2,
"GBR","CPI","TOT","AGRWTH","M","1992-04",5.2,
"GBR","CPI","TOT","AGRWTH","M","1992-05",5.1,
"GBR","CPI","TOT","AGRWTH","M","1992-06",4.6,
"GBR","CPI","TOT","AGRWTH","M","1992-07",4.5,
"GBR","CPI","TOT","AGRWTH","M","1992-08",3.7,
"GBR","CPI","TOT","AGRWTH","M","1992-09",3.7,
"GBR","CPI","TOT","AGRWTH","M","1992-10",3.5,
"GBR","CPI","TOT","AGRWTH","M","1992-11",3.3,
"GBR","CPI","TOT","AGRWTH","M","1992-12",3.2,
"GBR","CPI","TOT","AGRWTH","M","1993-01",3,
"GBR","CPI","TOT","AGRWTH","M","1993-02",3.1,
"GBR","CPI","TOT","AGRWTH","M","1993-03",3.2,
"GBR","CPI","TOT","AGRWTH","M","1993-04",2.6,
"GBR","CPI","TOT","AGRWTH","M","1993-05",2.3,
"GBR","CPI","TOT","AGRWTH","M","1993-06",2.2,
"GBR","CPI","TOT","AGRWTH","M","1993-07",2.3,
"GBR","CPI","TOT","AGRWTH","M","1993-08",2.6,
"GBR","CPI","TOT","AGRWTH","M","1993-09",2.7,
"GBR","CPI","TOT","AGRWTH","M","1993-10",2.4,
"GBR","CPI","TOT","AGRWTH","M","1993-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","1993-12",2.3,
"GBR","CPI","TOT","AGRWTH","M","1994-01",2.6,
"GBR","CPI","TOT","AGRWTH","M","1994-02",2.4,
"GBR","CPI","TOT","AGRWTH","M","1994-03",2.2,
"GBR","CPI","TOT","AGRWTH","M","1994-04",2.4,
"GBR","CPI","TOT","AGRWTH","M","1994-05",2.4,
"GBR","CPI","TOT","AGRWTH","M","1994-06",2.3,
"GBR","CPI","TOT","AGRWTH","M","1994-07",2.1,
"GBR","CPI","TOT","AGRWTH","M","1994-08",2.2,
"GBR","CPI","TOT","AGRWTH","M","1994-09",1.9,
"GBR","CPI","TOT","AGRWTH","M","1994-10",1.8,
"GBR","CPI","TOT","AGRWTH","M","1994-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","1994-12",2.2,
"GBR","CPI","TOT","AGRWTH","M","1995-01",2.4,
"GBR","CPI","TOT","AGRWTH","M","1995-02",2.3,
"GBR","CPI","TOT","AGRWTH","M","1995-03",2.4,
"GBR","CPI","TOT","AGRWTH","M","1995-04",2.3,
"GBR","CPI","TOT","AGRWTH","M","1995-05",2.6,
"GBR","CPI","TOT","AGRWTH","M","1995-06",2.7,
"GBR","CPI","TOT","AGRWTH","M","1995-07",2.8,
"GBR","CPI","TOT","AGRWTH","M","1995-08",2.7,
"GBR","CPI","TOT","AGRWTH","M","1995-09",3,
"GBR","CPI","TOT","AGRWTH","M","1995-10",3,
"GBR","CPI","TOT","AGRWTH","M","1995-11",2.9,
"GBR","CPI","TOT","AGRWTH","M","1995-12",3.1,
"GBR","CPI","TOT","AGRWTH","M","1996-01",2.9,
"GBR","CPI","TOT","AGRWTH","M","1996-02",3,
"GBR","CPI","TOT","AGRWTH","M","1996-03",3,
"GBR","CPI","TOT","AGRWTH","M","1996-04",2.8,
"GBR","CPI","TOT","AGRWTH","M","1996-05",2.8,
"GBR","CPI","TOT","AGRWTH","M","1996-06",2.8,
"GBR","CPI","TOT","AGRWTH","M","1996-07",2.7,
"GBR","CPI","TOT","AGRWTH","M","1996-08",2.7,
"GBR","CPI","TOT","AGRWTH","M","1996-09",2.7,
"GBR","CPI","TOT","AGRWTH","M","1996-10",3,
"GBR","CPI","TOT","AGRWTH","M","1996-11",3.1,
"GBR","CPI","TOT","AGRWTH","M","1996-12",2.8,
"GBR","CPI","TOT","AGRWTH","M","1997-01",2.6,
"GBR","CPI","TOT","AGRWTH","M","1997-02",2.4,
"GBR","CPI","TOT","AGRWTH","M","1997-03",2.2,
"GBR","CPI","TOT","AGRWTH","M","1997-04",2.1,
"GBR","CPI","TOT","AGRWTH","M","1997-05",2.1,
"GBR","CPI","TOT","AGRWTH","M","1997-06",2.1,
"GBR","CPI","TOT","AGRWTH","M","1997-07",2.4,
"GBR","CPI","TOT","AGRWTH","M","1997-08",2.3,
"GBR","CPI","TOT","AGRWTH","M","1997-09",2.2,
"GBR","CPI","TOT","AGRWTH","M","1997-10",2.2,
"GBR","CPI","TOT","AGRWTH","M","1997-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","1997-12",1.9,
"GBR","CPI","TOT","AGRWTH","M","1998-01",1.8,
"GBR","CPI","TOT","AGRWTH","M","1998-02",1.8,
"GBR","CPI","TOT","AGRWTH","M","1998-03",1.9,
"GBR","CPI","TOT","AGRWTH","M","1998-04",2.1,
"GBR","CPI","TOT","AGRWTH","M","1998-05",2.2,
"GBR","CPI","TOT","AGRWTH","M","1998-06",1.9,
"GBR","CPI","TOT","AGRWTH","M","1998-07",1.7,
"GBR","CPI","TOT","AGRWTH","M","1998-08",1.6,
"GBR","CPI","TOT","AGRWTH","M","1998-09",1.7,
"GBR","CPI","TOT","AGRWTH","M","1998-10",1.6,
"GBR","CPI","TOT","AGRWTH","M","1998-11",1.7,
"GBR","CPI","TOT","AGRWTH","M","1998-12",1.9,
"GBR","CPI","TOT","AGRWTH","M","1999-01",2,
"GBR","CPI","TOT","AGRWTH","M","1999-02",1.9,
"GBR","CPI","TOT","AGRWTH","M","1999-03",2.1,
"GBR","CPI","TOT","AGRWTH","M","1999-04",2,
"GBR","CPI","TOT","AGRWTH","M","1999-05",1.7,
"GBR","CPI","TOT","AGRWTH","M","1999-06",1.8,
"GBR","CPI","TOT","AGRWTH","M","1999-07",1.7,
"GBR","CPI","TOT","AGRWTH","M","1999-08",1.6,
"GBR","CPI","TOT","AGRWTH","M","1999-09",1.6,
"GBR","CPI","TOT","AGRWTH","M","1999-10",1.5,
"GBR","CPI","TOT","AGRWTH","M","1999-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","1999-12",1.5,
"GBR","CPI","TOT","AGRWTH","M","2000-01",1.2,
"GBR","CPI","TOT","AGRWTH","M","2000-02",1.2,
"GBR","CPI","TOT","AGRWTH","M","2000-03",1,
"GBR","CPI","TOT","AGRWTH","M","2000-04",0.9,
"GBR","CPI","TOT","AGRWTH","M","2000-05",1,
"GBR","CPI","TOT","AGRWTH","M","2000-06",1.2,
"GBR","CPI","TOT","AGRWTH","M","2000-07",1.2,
"GBR","CPI","TOT","AGRWTH","M","2000-08",1,
"GBR","CPI","TOT","AGRWTH","M","2000-09",1.3,
"GBR","CPI","TOT","AGRWTH","M","2000-10",1.4,
"GBR","CPI","TOT","AGRWTH","M","2000-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2000-12",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-01",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-02",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-03",1.3,
"GBR","CPI","TOT","AGRWTH","M","2001-04",1.5,
"GBR","CPI","TOT","AGRWTH","M","2001-05",1.9,
"GBR","CPI","TOT","AGRWTH","M","2001-06",1.9,
"GBR","CPI","TOT","AGRWTH","M","2001-07",1.7,
"GBR","CPI","TOT","AGRWTH","M","2001-08",2.1,
"GBR","CPI","TOT","AGRWTH","M","2001-09",1.7,
"GBR","CPI","TOT","AGRWTH","M","2001-10",1.6,
"GBR","CPI","TOT","AGRWTH","M","2001-11",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-12",1.4,
"GBR","CPI","TOT","AGRWTH","M","2002-01",1.8,
"GBR","CPI","TOT","AGRWTH","M","2002-02",1.7,
"GBR","CPI","TOT","AGRWTH","M","2002-03",1.7,
"GBR","CPI","TOT","AGRWTH","M","2002-04",1.6,
"GBR","CPI","TOT","AGRWTH","M","2002-05",1.2,
"GBR","CPI","TOT","AGRWTH","M","2002-06",1.1,
"GBR","CPI","TOT","AGRWTH","M","2002-07",1.4,
"GBR","CPI","TOT","AGRWTH","M","2002-08",1.3,
"GBR","CPI","TOT","AGRWTH","M","2002-09",1.2,
"GBR","CPI","TOT","AGRWTH","M","2002-10",1.5,
"GBR","CPI","TOT","AGRWTH","M","2002-11",1.6,
"GBR","CPI","TOT","AGRWTH","M","2002-12",1.7,
"GBR","CPI","TOT","AGRWTH","M","2003-01",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-02",1.6,
"GBR","CPI","TOT","AGRWTH","M","2003-03",1.6,
"GBR","CPI","TOT","AGRWTH","M","2003-04",1.5,
"GBR","CPI","TOT","AGRWTH","M","2003-05",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-06",1.2,
"GBR","CPI","TOT","AGRWTH","M","2003-07",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-08",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-09",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-10",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-11",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-12",1.3,
"GBR","CPI","TOT","AGRWTH","M","2004-01",1.5,
"GBR","CPI","TOT","AGRWTH","M","2004-02",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-03",1.2,
"GBR","CPI","TOT","AGRWTH","M","2004-04",1.1,
"GBR","CPI","TOT","AGRWTH","M","2004-05",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-06",1.5,
"GBR","CPI","TOT","AGRWTH","M","2004-07",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-08",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-09",1.2,
"GBR","CPI","TOT","AGRWTH","M","2004-10",1.3,
"GBR","CPI","TOT","AGRWTH","M","2004-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2004-12",1.8,
"GBR","CPI","TOT","AGRWTH","M","2005-01",1.7,
"GBR","CPI","TOT","AGRWTH","M","2005-02",1.7,
"GBR","CPI","TOT","AGRWTH","M","2005-03",2,
"GBR","CPI","TOT","AGRWTH","M","2005-04",1.9,
"GBR","CPI","TOT","AGRWTH","M","2005-05",1.9,
"GBR","CPI","TOT","AGRWTH","M","2005-06",2,
"GBR","CPI","TOT","AGRWTH","M","2005-07",2.3,
"GBR","CPI","TOT","AGRWTH","M","2005-08",2.4,
"GBR","CPI","TOT","AGRWTH","M","2005-09",2.5,
"GBR","CPI","TOT","AGRWTH","M","2005-10",2.4,
"GBR","CPI","TOT","AGRWTH","M","2005-11",2.2,
"GBR","CPI","TOT","AGRWTH","M","2005-12",2.1,
"GBR","CPI","TOT","AGRWTH","M","2006-01",2.2,
"GBR","CPI","TOT","AGRWTH","M","2006-02",2.2,
"GBR","CPI","TOT","AGRWTH","M","2006-03",2,
"GBR","CPI","TOT","AGRWTH","M","2006-04",2.2,
"GBR","CPI","TOT","AGRWTH","M","2006-05",2.4,
"GBR","CPI","TOT","AGRWTH","M","2006-06",2.6,
"GBR","CPI","TOT","AGRWTH","M","2006-07",2.5,
"GBR","CPI","TOT","AGRWTH","M","2006-08",2.6,
"GBR","CPI","TOT","AGRWTH","M","2006-09",2.5,
"GBR","CPI","TOT","AGRWTH","M","2006-10",2.5,
"GBR","CPI","TOT","AGRWTH","M","2006-11",2.8,
"GBR","CPI","TOT","AGRWTH","M","2006-12",2.9,
"GBR","CPI","TOT","AGRWTH","M","2007-01",2.7,
"GBR","CPI","TOT","AGRWTH","M","2007-02",2.7,
"GBR","CPI","TOT","AGRWTH","M","2007-03",2.9,
"GBR","CPI","TOT","AGRWTH","M","2007-04",2.7,
"GBR","CPI","TOT","AGRWTH","M","2007-05",2.5,
"GBR","CPI","TOT","AGRWTH","M","2007-06",2.5,
"GBR","CPI","TOT","AGRWTH","M","2007-07",2,
"GBR","CPI","TOT","AGRWTH","M","2007-08",2,
"GBR","CPI","TOT","AGRWTH","M","2007-09",2,
"GBR","CPI","TOT","AGRWTH","M","2007-10",2.3,
"GBR","CPI","TOT","AGRWTH","M","2007-11",2.2,
"GBR","CPI","TOT","AGRWTH","M","2007-12",2.3,
"GBR","CPI","TOT","AGRWTH","M","2008-01",2.4,
"GBR","CPI","TOT","AGRWTH","M","2008-02",2.6,
"GBR","CPI","TOT","AGRWTH","M","2008-03",2.6,
"GBR","CPI","TOT","AGRWTH","M","2008-04",3,
"GBR","CPI","TOT","AGRWTH","M","2008-05",3.3,
"GBR","CPI","TOT","AGRWTH","M","2008-06",3.7,
"GBR","CPI","TOT","AGRWTH","M","2008-07",4.2,
"GBR","CPI","TOT","AGRWTH","M","2008-08",4.4,
"GBR","CPI","TOT","AGRWTH","M","2008-09",4.8,
"GBR","CPI","TOT","AGRWTH","M","2008-10",4.2,
"GBR","CPI","TOT","AGRWTH","M","2008-11",3.8,
"GBR","CPI","TOT","AGRWTH","M","2008-12",3,
"GBR","CPI","TOT","AGRWTH","M","2009-01",2.9,
"GBR","CPI","TOT","AGRWTH","M","2009-02",3.1,
"GBR","CPI","TOT","AGRWTH","M","2009-03",2.8,
"GBR","CPI","TOT","AGRWTH","M","2009-04",2.3,
"GBR","CPI","TOT","AGRWTH","M","2009-05",2.1,
