"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","1995-06",6.225021,
"OECD","CPI","TOT","AGRWTH","M","1995-07",6.142192,
"OECD","CPI","TOT","AGRWTH","M","1995-08",6.099578,
"OECD","CPI","TOT","AGRWTH","M","1995-09",6.296681,
"OECD","CPI","TOT","AGRWTH","M","1995-10",6.33622,
"OECD","CPI","TOT","AGRWTH","M","1995-11",6.285334,
"OECD","CPI","TOT","AGRWTH","M","1995-12",6.306525,
"OECD","CPI","TOT","AGRWTH","M","1996-01",6.386868,
"OECD","CPI","TOT","AGRWTH","M","1996-02",6.242441,
"OECD","CPI","TOT","AGRWTH","M","1996-03",6.184736,
"OECD","CPI","TOT","AGRWTH","M","1996-04",5.988696,
"OECD","CPI","TOT","AGRWTH","M","1996-05",5.899504,
"OECD","CPI","TOT","AGRWTH","M","1996-06",5.694186,
"OECD","CPI","TOT","AGRWTH","M","1996-07",5.717153,
"OECD","CPI","TOT","AGRWTH","M","1996-08",5.619884,
"OECD","CPI","TOT","AGRWTH","M","1996-09",5.504532,
"OECD","CPI","TOT","AGRWTH","M","1996-10",5.55046,
"OECD","CPI","TOT","AGRWTH","M","1996-11",5.562444,
"OECD","CPI","TOT","AGRWTH","M","1996-12",5.529709,
"OECD","CPI","TOT","AGRWTH","M","1997-01",5.33413,
"OECD","CPI","TOT","AGRWTH","M","1997-02",5.217713,
"OECD","CPI","TOT","AGRWTH","M","1997-03",4.951085,
"OECD","CPI","TOT","AGRWTH","M","1997-04",4.808869,
"OECD","CPI","TOT","AGRWTH","M","1997-05",4.647536,
"OECD","CPI","TOT","AGRWTH","M","1997-06",4.70649,
"OECD","CPI","TOT","AGRWTH","M","1997-07",4.811272,
"OECD","CPI","TOT","AGRWTH","M","1997-08",4.904919,
"OECD","CPI","TOT","AGRWTH","M","1997-09",4.93133,
"OECD","CPI","TOT","AGRWTH","M","1997-10",4.942451,
"OECD","CPI","TOT","AGRWTH","M","1997-11",4.869637,
"OECD","CPI","TOT","AGRWTH","M","1997-12",4.797722,
"OECD","CPI","TOT","AGRWTH","M","1998-01",4.707329,
"OECD","CPI","TOT","AGRWTH","M","1998-02",4.720316,
"OECD","CPI","TOT","AGRWTH","M","1998-03",4.705854,
"OECD","CPI","TOT","AGRWTH","M","1998-04",4.567729,
"OECD","CPI","TOT","AGRWTH","M","1998-05",4.601017,
"OECD","CPI","TOT","AGRWTH","M","1998-06",4.505235,
"OECD","CPI","TOT","AGRWTH","M","1998-07",4.332812,
"OECD","CPI","TOT","AGRWTH","M","1998-08",4.106789,
"OECD","CPI","TOT","AGRWTH","M","1998-09",4.009948,
"OECD","CPI","TOT","AGRWTH","M","1998-10",3.988524,
"OECD","CPI","TOT","AGRWTH","M","1998-11",3.949515,
"OECD","CPI","TOT","AGRWTH","M","1998-12",3.831513,
"OECD","CPI","TOT","AGRWTH","M","1999-01",3.654399,
"OECD","CPI","TOT","AGRWTH","M","1999-02",3.463419,
"OECD","CPI","TOT","AGRWTH","M","1999-03",3.506631,
"OECD","CPI","TOT","AGRWTH","M","1999-04",3.768166,
"OECD","CPI","TOT","AGRWTH","M","1999-05",3.605647,
"OECD","CPI","TOT","AGRWTH","M","1999-06",3.541753,
"OECD","CPI","TOT","AGRWTH","M","1999-07",3.662805,
"OECD","CPI","TOT","AGRWTH","M","1999-08",3.821754,
"OECD","CPI","TOT","AGRWTH","M","1999-09",3.888658,
"OECD","CPI","TOT","AGRWTH","M","1999-10",3.795496,
"OECD","CPI","TOT","AGRWTH","M","1999-11",3.776767,
"OECD","CPI","TOT","AGRWTH","M","1999-12",3.911557,
"OECD","CPI","TOT","AGRWTH","M","2000-01",3.953921,
"OECD","CPI","TOT","AGRWTH","M","2000-02",4.203187,
"OECD","CPI","TOT","AGRWTH","M","2000-03",4.406502,
"OECD","CPI","TOT","AGRWTH","M","2000-04",3.917846,
"OECD","CPI","TOT","AGRWTH","M","2000-05",3.971773,
"OECD","CPI","TOT","AGRWTH","M","2000-06",4.271118,
"OECD","CPI","TOT","AGRWTH","M","2000-07",4.282511,
"OECD","CPI","TOT","AGRWTH","M","2000-08",4.052268,
"OECD","CPI","TOT","AGRWTH","M","2000-09",4.053727,
"OECD","CPI","TOT","AGRWTH","M","2000-10",3.899598,
"OECD","CPI","TOT","AGRWTH","M","2000-11",3.912446,
"OECD","CPI","TOT","AGRWTH","M","2000-12",3.763925,
"OECD","CPI","TOT","AGRWTH","M","2001-01",3.780167,
"OECD","CPI","TOT","AGRWTH","M","2001-02",3.653239,
"OECD","CPI","TOT","AGRWTH","M","2001-03",3.436976,
"OECD","CPI","TOT","AGRWTH","M","2001-04",3.934891,
"OECD","CPI","TOT","AGRWTH","M","2001-05",4.27327,
"OECD","CPI","TOT","AGRWTH","M","2001-06",4.092659,
"OECD","CPI","TOT","AGRWTH","M","2001-07",3.691495,
"OECD","CPI","TOT","AGRWTH","M","2001-08",3.72141,
"OECD","CPI","TOT","AGRWTH","M","2001-09",3.652374,
"OECD","CPI","TOT","AGRWTH","M","2001-10",3.481766,
"OECD","CPI","TOT","AGRWTH","M","2001-11",3.238109,
"OECD","CPI","TOT","AGRWTH","M","2001-12",3.112902,
"OECD","CPI","TOT","AGRWTH","M","2002-01",3.119028,
"OECD","CPI","TOT","AGRWTH","M","2002-02",3.031329,
"OECD","CPI","TOT","AGRWTH","M","2002-03",3.115811,
"OECD","CPI","TOT","AGRWTH","M","2002-04",2.956933,
"OECD","CPI","TOT","AGRWTH","M","2002-05",2.560909,
"OECD","CPI","TOT","AGRWTH","M","2002-06",2.402489,
"OECD","CPI","TOT","AGRWTH","M","2002-07",2.570047,
"OECD","CPI","TOT","AGRWTH","M","2002-08",2.706149,
"OECD","CPI","TOT","AGRWTH","M","2002-09",2.529664,
"OECD","CPI","TOT","AGRWTH","M","2002-10",2.699929,
"OECD","CPI","TOT","AGRWTH","M","2002-11",2.836031,
"OECD","CPI","TOT","AGRWTH","M","2002-12",2.859724,
"OECD","CPI","TOT","AGRWTH","M","2003-01",2.838386,
"OECD","CPI","TOT","AGRWTH","M","2003-02",3.091342,
"OECD","CPI","TOT","AGRWTH","M","2003-03",3.142231,
"OECD","CPI","TOT","AGRWTH","M","2003-04",2.607216,
"OECD","CPI","TOT","AGRWTH","M","2003-05",2.409601,
"OECD","CPI","TOT","AGRWTH","M","2003-06",2.401915,
"OECD","CPI","TOT","AGRWTH","M","2003-07",2.361009,
"OECD","CPI","TOT","AGRWTH","M","2003-08",2.340441,
"OECD","CPI","TOT","AGRWTH","M","2003-09",2.376713,
"OECD","CPI","TOT","AGRWTH","M","2003-10",2.189915,
"OECD","CPI","TOT","AGRWTH","M","2003-11",2.012571,
"OECD","CPI","TOT","AGRWTH","M","2003-12",2.023349,
"OECD","CPI","TOT","AGRWTH","M","2004-01",1.945207,
"OECD","CPI","TOT","AGRWTH","M","2004-02",1.799693,
"OECD","CPI","TOT","AGRWTH","M","2004-03",1.768,
"OECD","CPI","TOT","AGRWTH","M","2004-04",2.097148,
"OECD","CPI","TOT","AGRWTH","M","2004-05",2.564407,
"OECD","CPI","TOT","AGRWTH","M","2004-06",2.717612,
"OECD","CPI","TOT","AGRWTH","M","2004-07",2.621375,
"OECD","CPI","TOT","AGRWTH","M","2004-08",2.495507,
"OECD","CPI","TOT","AGRWTH","M","2004-09",2.38344,
"OECD","CPI","TOT","AGRWTH","M","2004-10",2.803467,
"OECD","CPI","TOT","AGRWTH","M","2004-11",2.949925,
"OECD","CPI","TOT","AGRWTH","M","2004-12",2.769031,
"OECD","CPI","TOT","AGRWTH","M","2005-01",2.517707,
"OECD","CPI","TOT","AGRWTH","M","2005-02",2.518643,
"OECD","CPI","TOT","AGRWTH","M","2005-03",2.607471,
"OECD","CPI","TOT","AGRWTH","M","2005-04",2.740107,
"OECD","CPI","TOT","AGRWTH","M","2005-05",2.386326,
"OECD","CPI","TOT","AGRWTH","M","2005-06",2.205941,
"OECD","CPI","TOT","AGRWTH","M","2005-07",2.55557,
"OECD","CPI","TOT","AGRWTH","M","2005-08",2.74064,
"OECD","CPI","TOT","AGRWTH","M","2005-09",3.272003,
"OECD","CPI","TOT","AGRWTH","M","2005-10",3.008527,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.561402,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.604336,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.973196,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.767999,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.585379,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.790291,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.120601,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.23565,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.162003,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.06803,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.181764,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.759118,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.097241,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.357489,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.08913,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.261658,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.505155,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.415582,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.395374,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.376812,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.192872,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.977336,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.414793,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.969384,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.514726,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.456135,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.622785,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.588187,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.653647,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.589298,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.957882,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.523507,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.929512,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.77736,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.523896,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.792913,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.31678,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.618932,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.371414,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.420212,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.971019,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.7110969,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.1647564,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.07193216,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.5898224,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.264367,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.2695698,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.213858,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.27864,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.834186,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.046911,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.880068,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.04817,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.065875,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.945648,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.461116,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.576546,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.515832,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.630504,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.781383,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.725823,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.968233,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.045457,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.26775,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.559737,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.792498,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.039579,
"OECD","CPI","TOT","AGRWTH","M","2011-06",3.002083,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.078931,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.164687,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.216891,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.081593,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.079855,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.851242,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.792825,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.789969,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.646638,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.463507,
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.064315,
"OECD","CPI","TOT","AGRWTH","M","2012-06",2.000656,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.882266,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.057924,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.213043,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.235634,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.938384,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.862265,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.728143,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.816601,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.577322,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.267384,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.49431,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.807559,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.966688,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.701726,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.497019,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.303782,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.465559,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.637475,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.656405,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.45598,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.58096,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.03221,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.094485,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.071364,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.975263,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.835031,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.759199,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.758209,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.546569,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.133679,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5873603,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.647855,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6909298,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.5546154,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6898821,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.7030824,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6824746,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.6705974,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.5335366,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6856582,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.8047267,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.9633142,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.286616,
"OECD","CPI","TOT","AGRWTH","M","2016-02",1.06177,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.939361,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.9477823,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.9196227,
"OECD","CPI","TOT","AGRWTH","M","2016-06",1.005454,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.9934068,
"OECD","CPI","TOT","AGRWTH","M","2016-08",1.057761,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.284937,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.452132,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.542265,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.877069,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.358395,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.550494,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.358196,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.39637,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.160225,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.971791,
"OECD","CPI","TOT","AGRWTH","M","2017-07",2.006763,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.220078,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.377743,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.223711,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.411489,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.344073,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.19474,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.21081,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.284618,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.273127,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.612173,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.789864,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.888044,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.896908,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.913229,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.109407,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.706374,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.391449,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.111953,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.092735,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.281767,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.485488,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.265435,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.082792,
"OECD","CPI","TOT","AGRWTH","M","2019-07",2.158126,
"OECD","CPI","TOT","AGRWTH","M","2019-08",1.962419,
"OECD","CPI","TOT","AGRWTH","M","2019-09",1.679145,
"OECD","CPI","TOT","AGRWTH","M","2019-10",1.650407,
"OECD","CPI","TOT","AGRWTH","M","2019-11",1.896577,
"OECD","CPI","TOT","AGRWTH","M","2019-12",2.167921,
"OECD","CPI","TOT","AGRWTH","M","2020-01",2.38149,
"OECD","CPI","TOT","AGRWTH","M","2020-02",2.276775,
"OECD","CPI","TOT","AGRWTH","M","2020-03",1.75213,
"OECD","CPI","TOT","AGRWTH","M","2020-04",0.8567852,
"OECD","CPI","TOT","AGRWTH","M","2020-05",0.7088199,
"OECD","CPI","TOT","AGRWTH","M","2020-06",1.08723,
"OECD","CPI","TOT","AGRWTH","M","2020-07",1.204394,
"OECD","CPI","TOT","AGRWTH","M","2020-08",1.283458,
"OECD","CPI","TOT","AGRWTH","M","2020-09",1.304039,
"OECD","CPI","TOT","AGRWTH","M","2020-10",1.182776,
"OECD","CPI","TOT","AGRWTH","M","2020-11",1.173472,
"OECD","CPI","TOT","AGRWTH","M","2020-12",1.243775,
"OECD","CPI","TOT","AGRWTH","M","2021-01",1.556036,
"OECD","CPI","TOT","AGRWTH","M","2021-02",1.744286,
"OECD","CPI","TOT","AGRWTH","M","2021-03",2.3914,
"OECD","CPI","TOT","AGRWTH","M","2021-04",3.333723,
"OECD","CPI","TOT","AGRWTH","M","2021-05",3.850541,
"OECD","CPI","TOT","AGRWTH","M","2021-06",4.04031,
"OECD","CPI","TOT","AGRWTH","M","2021-07",4.228713,
"OECD","CPI","TOT","AGRWTH","M","2021-08",4.347535,
"OECD","CPI","TOT","AGRWTH","M","2021-09",4.59232,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.231059,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.860974,
"OECD","CPI","TOT","AGRWTH","M","2021-12",6.5539,
"OECD","CPI","TOT","AGRWTH","M","2022-01",7.177954,
"OECD","CPI","TOT","AGRWTH","M","2022-02",7.755692,
"OECD","CPI","TOT","AGRWTH","M","2022-03",8.767221,
"OECD","CPI","TOT","AGRWTH","M","2022-04",9.17658,
"OECD","CPI","TOT","AGRWTH","M","2022-05",9.646049,
